,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNZIP1,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy,PurchYear
2818,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,Covers,52062,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5374,6329,6304,7335,79932,6300,0,1086,0,2009
2819,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,BLACK,AUTO,Covers,68559,AMERICAN,COMPACT,GM,4780,5761,7972,9288,4932,6056,8025,9155,79932,5630,0,728,0,2010
2820,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,WHITE,AUTO,Covers,46043,AMERICAN,MEDIUM,CHRYSLER,8665,9526,12175,13027,8485,9285,12452,13173,85284,8500,0,834,0,2010
2821,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,59089,AMERICAN,MEDIUM,CHRYSLER,7950,8563,11110,11706,7559,8168,11270,11713,85284,7500,0,754,0,2010
2822,2007,3,CHRYSLER,PT CRUISER,Lim,4D SEDAN,BLUE,AUTO,Covers,44717,AMERICAN,MEDIUM,CHRYSLER,6261,7204,9489,10598,6151,7088,9363,10355,85284,6200,0,975,0,2010
2823,2008,2,CHEVROLET,AVEO,LS,4D WAGON LS,GREY,AUTO,Covers,41403,AMERICAN,COMPACT,GM,6707,7195,9660,10230,5833,6457,9255,9760,85284,6800,0,623,0,2010
2824,2008,2,CHEVROLET,AVEO,LS,4D WAGON LS,RED,AUTO,Covers,40957,AMERICAN,COMPACT,GM,6707,7195,9660,10230,6047,6582,9271,9711,85284,6800,0,623,0,2010
2825,2008,2,KIA,RIO,Bas,4D SEDAN,GOLD,AUTO,Covers,59268,OTHER ASIAN,COMPACT,OTHER,6616,7718,8766,11300,6505,7311,9040,10160,85284,6500,0,505,0,2010
2826,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,RED,AUTO,Covers,48240,OTHER ASIAN,MEDIUM,OTHER,7590,8214,10725,11607,7347,7931,10879,11470,85284,6735,0,482,0,2010
2827,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,46820,OTHER ASIAN,MEDIUM,OTHER,7590,8214,10725,11607,7252,7863,10548,11238,85284,6735,0,482,0,2010
2828,2008,2,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,46421,AMERICAN,MEDIUM,CHRYSLER,7782,8230,11085,11534,7559,8168,11270,11713,85284,7735,0,693,0,2010
2829,2008,2,CHEVROLET,AVEO,LS,4D SEDAN LS,WHITE,AUTO,Covers,40801,AMERICAN,COMPACT,GM,7018,7576,9922,10554,6512,7054,9800,10691,85284,6035,0,623,0,2010
2830,2008,2,CHEVROLET,COBALT,LS,4D SEDAN LS,WHITE,AUTO,Covers,43025,AMERICAN,COMPACT,GM,7379,7868,10583,11114,7204,7674,10093,10751,85284,6735,0,623,0,2010
2831,2009,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,BLACK,AUTO,Covers,44894,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,8844,9162,12629,12979,85284,9000,0,834,0,2010
2832,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,Covers,46058,OTHER ASIAN,MEDIUM,OTHER,0,0,0,0,6114,7266,9634,10348,85284,7000,0,482,0,2010
2833,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,BEIGE,AUTO,Covers,49046,OTHER ASIAN,MEDIUM,OTHER,7517,7942,10710,11316,7421,7904,10120,10778,85284,7242,0,482,0,2010
2834,2009,1,KIA,RIO,Bas,4D SEDAN,BLUE,AUTO,Covers,38014,OTHER ASIAN,COMPACT,OTHER,6928,7545,9692,10596,6566,7172,8866,9684,85284,6500,0,462,0,2010
2835,2007,3,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.8L,WHITE,AUTO,Covers,76887,AMERICAN,LARGE TRUCK,GM,8681,10356,13123,14894,8184,11137,12839,15525,85284,8000,0,1155,0,2010
2836,2009,1,KIA,RIO,Bas,4D SEDAN,WHITE,AUTO,Covers,37395,OTHER ASIAN,COMPACT,OTHER,6928,7545,9692,10596,6855,7331,9115,9748,85284,6500,0,462,0,2010
2837,2009,1,CHEVROLET,HHR,LT,4D SUV 2.2L LT,SILVER,AUTO,Covers,46490,AMERICAN,MEDIUM,GM,8558,9284,12138,13010,9123,9763,12652,13437,85284,8300,0,623,0,2010
2838,2008,2,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,SILVER,AUTO,Alloy,49087,AMERICAN,MEDIUM,CHRYSLER,7182,7865,10777,11458,6872,7578,10154,10972,85284,6500,0,975,0,2010
2839,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,40078,OTHER ASIAN,MEDIUM,OTHER,7521,7947,10716,11323,7425,7816,9833,10351,85284,7000,0,482,0,2010
2840,2009,1,KIA,RIO,Bas,4D SEDAN,SILVER,AUTO,Covers,38221,OTHER ASIAN,COMPACT,OTHER,6928,7545,9692,10596,6548,6974,8609,9169,85284,6500,0,462,0,2010
2841,2009,1,TOYOTA,YARIS,Bas,2D HATCHBACK,BLACK,AUTO,Covers,49368,TOP LINE ASIAN,COMPACT,OTHER,8251,8859,10577,11179,7885,8618,9981,10909,85284,7550,0,482,0,2010
2842,2008,2,TOYOTA,YARIS,Bas,4D SEDAN,GREY,AUTO,Covers,46677,TOP LINE ASIAN,COMPACT,OTHER,8345,9170,12285,13500,7901,8706,11137,12057,85284,7500,0,482,0,2010
2843,2009,1,KIA,RIO,Bas,4D SEDAN,GOLD,AUTO,Covers,39279,OTHER ASIAN,COMPACT,OTHER,6928,7545,9692,10596,7085,7688,9487,10294,85284,6500,0,462,0,2010
2844,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,49864,OTHER ASIAN,MEDIUM,OTHER,7531,7964,10730,11347,7936,8352,10822,11390,85284,7200,0,482,0,2010
2845,2009,1,PONTIAC,G6 4C,Bas,4D SEDAN SE1,GREEN,AUTO,Covers,51711,AMERICAN,MEDIUM,GM,9172,9785,12972,13665,9600,10229,13030,13712,85284,8500,0,837,0,2010
2846,2009,1,DODGE,AVENGER 4C,SE,4D SEDAN SXT,SILVER,AUTO,Covers,47898,AMERICAN,MEDIUM,CHRYSLER,9247,9833,12847,13432,10097,11255,14035,15580,85284,9000,0,834,0,2010
2847,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,43010,OTHER ASIAN,MEDIUM,OTHER,7468,7911,9890,10477,7936,8352,10822,11390,85284,7342,0,482,0,2010
2848,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,Covers,51143,OTHER ASIAN,MEDIUM,OTHER,7495,7978,10355,11022,7421,7904,10120,10778,85284,7000,0,505,0,2010
2849,2009,1,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,BLUE,AUTO,Alloy,75802,AMERICAN,MEDIUM,CHRYSLER,9677,10473,13676,14752,9394,10097,12523,13312,85284,8200,0,1155,0,2010
2850,2009,1,JEEP,PATRIOT FWD 4C,Spo,4D SUV,SILVER,AUTO,Covers,72719,AMERICAN,SMALL SUV,CHRYSLER,8654,9341,12940,13318,8321,9908,12886,13687,85284,8750,0,920,0,2010
2851,2009,1,CHEVROLET,AVEO,LS,4D SEDAN LT,RED,AUTO,Covers,50243,AMERICAN,COMPACT,GM,6949,7465,9203,10761,7147,7603,9769,10559,85284,6500,0,671,0,2010
2852,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,Covers,42994,OTHER ASIAN,MEDIUM,OTHER,7477,7942,10330,10972,9515,10118,12089,12855,85284,7342,0,482,0,2010
2853,2009,1,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,Covers,45983,OTHER ASIAN,MEDIUM,OTHER,7473,7937,10441,11089,8756,9473,12105,13267,85284,7200,0,482,0,2010
2854,2007,2,KIA,RONDO V6 2.7L V6 DI,EX,4D WAGON,GOLD,AUTO,Alloy,39215,OTHER ASIAN,CROSSOVER,OTHER,7382,7936,8473,9071,7382,7936,8473,9071,32812,7000,0,582,0,2009
2855,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,WHITE,AUTO,Covers,43214,AMERICAN,MEDIUM,CHRYSLER,8196,9044,9352,10268,8196,9044,9352,10268,32812,8200,0,834,0,2009
2856,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLACK,AUTO,Covers,51898,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8268,9772,9429,11054,32812,7400,0,754,0,2009
2857,2008,1,KIA,RONDO V6 2.7L V6 DI,EX,4D WAGON,BEIGE,AUTO,Alloy,49989,OTHER ASIAN,CROSSOVER,OTHER,9501,10336,10761,11663,9501,10336,10761,11663,27407,7400,0,623,0,2009
2858,2007,2,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,GOLD,AUTO,Alloy,40957,AMERICAN,MEDIUM,CHRYSLER,7025,8164,8087,9317,7025,8164,8087,9317,32812,7800,0,834,0,2009
2859,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLUE,AUTO,Covers,49340,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8268,9772,9429,11054,27407,7400,0,693,0,2009
2860,2007,2,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,GREY,AUTO,Covers,47777,AMERICAN,MEDIUM,CHRYSLER,7025,8164,8087,9317,7025,8164,8087,9317,27407,7500,0,834,0,2009
2861,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,SILVER,AUTO,Covers,48848,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8771,10434,9973,11769,27407,7400,0,693,0,2009
2862,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,WHITE,AUTO,Covers,49735,AMERICAN,MEDIUM,CHRYSLER,8196,9044,9352,10268,8196,9044,9352,10268,27407,8200,0,834,0,2009
2863,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,SILVER,AUTO,Covers,48432,AMERICAN,MEDIUM,CHRYSLER,8817,9587,10022,10854,7611,8250,11642,12129,91763,8150,0,834,0,2009
2864,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLACK,AUTO,Covers,50569,AMERICAN,MEDIUM,CHRYSLER,8566,9325,9751,10571,7857,8711,8986,9908,27407,7800,0,920,0,2009
2865,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,SILVER,AUTO,Covers,51140,AMERICAN,MEDIUM,CHRYSLER,8566,9325,9751,10571,7857,8711,8986,9908,27407,7800,0,920,0,2009
2866,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,Alloy,38177,AMERICAN,LARGE,GM,9941,10879,11236,12249,8260,9547,9421,10811,78745,8500,0,1181,0,2009
2867,2004,5,CHEVROLET,TRAILBLAZER 2WD 6C 4,Nor,4D SUV 4.2L LS,GREEN,AUTO,Alloy,71577,AMERICAN,MEDIUM SUV,GM,6362,7668,7371,8781,6484,7763,9999,11208,32812,7800,0,1155,0,2009
2868,2008,1,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN SE1,GREY,AUTO,Alloy,53492,AMERICAN,MEDIUM,GM,10848,11841,12216,13288,9005,10112,13440,15317,27407,7500,0,1003,0,2009
2869,2008,1,MAZDA,MAZDA6 2.3L I4 MPI,i,4D SEDAN I,BLACK,AUTO,Alloy,51639,OTHER ASIAN,MEDIUM,OTHER,10221,10982,11539,12361,9375,10183,13261,14146,27407,8800,0,1003,0,2009
2870,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLACK,AUTO,Covers,47937,AMERICAN,MEDIUM,CHRYSLER,7150,7642,8222,8753,6656,7217,9947,10437,27407,6300,0,975,0,2009
2871,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,Covers,49066,AMERICAN,MEDIUM,CHRYSLER,7150,7642,8222,8753,6366,6963,10515,11501,27407,6300,0,975,0,2009
2872,2008,1,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,Covers,46809,AMERICAN,MEDIUM,CHRYSLER,7032,7547,8095,8651,6535,6992,7558,8051,78745,6500,0,975,0,2009
2873,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLACK,AUTO,Covers,45496,AMERICAN,MEDIUM,CHRYSLER,8046,8794,9190,9998,7781,8545,11777,12505,78745,8100,0,834,0,2009
2874,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,Covers,45670,AMERICAN,LARGE,GM,9610,10712,10879,12069,9057,10237,12448,13849,78745,8500,0,1328,0,2009
2875,2008,1,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN LS,RED,AUTO,Alloy,46675,AMERICAN,COMPACT,GM,6560,7125,7585,8195,6121,6567,9540,10107,89139,6000,0,623,0,2009
2876,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN SE,SILVER,AUTO,Covers,47811,AMERICAN,MEDIUM,CHRYSLER,7760,8497,8881,9677,7910,8503,11623,12118,91763,7450,0,834,0,2009
2877,2007,2,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,WHITE,AUTO,Covers,84068,AMERICAN,VAN,GM,6875,8173,7925,9327,5717,6520,9179,10469,32225,6000,0,2282,0,2009
2878,2008,1,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,Covers,46055,AMERICAN,MEDIUM,CHRYSLER,6539,7082,7562,8149,6730,7324,9926,10599,78745,6300,0,975,0,2009
2879,2008,1,DODGE,CALIBER,SE,4D WAGON,BEIGE,AUTO,Covers,60861,AMERICAN,MEDIUM,CHRYSLER,6854,7331,7902,8417,6967,7560,10921,11542,27407,6400,0,825,0,2009
2880,2005,4,BUICK,RENDEZVOUS FWD,CX,4D SUV CX,GOLD,AUTO,Alloy,74720,AMERICAN,MEDIUM SUV,GM,6645,7984,10730,12108,6521,8123,10284,11859,32812,8000,0,3667,0,2009
2881,2007,2,CHEVROLET,AVEO,LS,4D SEDAN LS,SILVER,AUTO,Covers,43959,AMERICAN,COMPACT,GM,4688,5655,8238,9309,4858,5730,8702,10264,78745,5000,0,623,0,2009
2882,2008,1,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,Covers,49335,AMERICAN,MEDIUM,CHRYSLER,6950,7481,11222,11721,6967,7560,10921,11542,27407,7200,0,693,0,2009
2883,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,49909,AMERICAN,MEDIUM,CHRYSLER,7782,8530,11778,12490,8018,8991,11713,12526,87109,7500,0,834,0,2009
2884,2008,1,PONTIAC,G6 V6,GT,4D SEDAN GT,WHITE,AUTO,Alloy,64100,AMERICAN,MEDIUM,GM,8813,9432,13012,13926,9641,10378,13387,14176,27407,7700,0,1118,0,2009
2885,2006,3,CHEVROLET,COLORADO PICKUP 2WD,LT,CREW CAB 3.5L LS,WHITE,AUTO,Alloy,81220,AMERICAN,SMALL TRUCK,GM,9261,11062,13963,15103,10425,12773,14351,16618,32812,8000,0,853,0,2009
2886,2008,1,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,Covers,49465,AMERICAN,MEDIUM,CHRYSLER,7526,8256,11680,12813,8676,9530,12186,13031,27407,7800,0,834,0,2009
2887,2008,1,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,Covers,49536,AMERICAN,MEDIUM,CHRYSLER,6827,7406,11190,11847,7524,8277,10564,11431,27407,7200,0,693,0,2009
2888,2008,1,SUZUKI,FORENZA,Bas,4D SEDAN,BEIGE,AUTO,Covers,49095,OTHER ASIAN,MEDIUM,OTHER,6202,6759,9513,10368,6617,7253,10089,10722,27407,5800,0,482,0,2009
2889,2008,2,PONTIAC,G6 V6,GT,4D SEDAN GT,WHITE,AUTO,Alloy,59337,AMERICAN,MEDIUM,GM,8756,9350,12283,13247,8756,9350,12283,13247,27407,8000,0,1003,1,2010
2890,2007,2,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN LS,RED,AUTO,Covers,41638,AMERICAN,COMPACT,GM,5474,6511,6412,7532,5474,6511,6412,7532,70002,5500,0,623,0,2009
2891,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,Alloy,85115,AMERICAN,LARGE,GM,6612,8026,10072,11522,6453,8024,9891,11444,77073,6470,0,2152,0,2010
2892,2007,3,JEEP,LIBERTY 2WD V6,Spo,4D SUV,SILVER,AUTO,Alloy,70473,AMERICAN,SMALL SUV,CHRYSLER,11038,12477,14306,15595,10547,12013,13849,15182,77073,7625,0,686,0,2010
2893,2005,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GREY,AUTO,Alloy,73912,AMERICAN,MEDIUM,GM,4089,5599,7412,8682,4755,6538,7879,10021,77073,4550,0,1155,1,2010
2894,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,67461,AMERICAN,MEDIUM,CHRYSLER,5122,6167,8668,9737,4641,5694,8268,9203,77073,6170,0,1215,0,2010
2895,2006,4,SUZUKI,FORENZA,Bas,4D SEDAN,BLACK,MANUAL,Covers,64982,OTHER ASIAN,MEDIUM,OTHER,3757,4620,7207,8064,3795,4817,7231,8451,77073,4725,0,533,0,2010
2896,2001,9,SATURN,L SERIES,L30,4D SEDAN L300,WHITE,AUTO,Alloy,82295,AMERICAN,MEDIUM,GM,1683,2625,4516,5390,2198,3075,5033,5963,77073,4250,0,2712,0,2010
2897,2007,3,MAZDA,MAZDA6,i,4D SEDAN I,SILVER,AUTO,Alloy,82511,OTHER ASIAN,MEDIUM,OTHER,9734,11151,13092,14782,8715,10188,12345,13496,77073,7925,0,1373,0,2010
2898,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,Covers,93412,AMERICAN,LARGE,GM,6165,7742,9636,11342,5538,6952,8910,10641,77073,5625,0,2351,0,2010
2899,2006,4,CHEVROLET,EQUINOX AWD V6,LT,4D SUV LT,MAROON,AUTO,Alloy,81042,AMERICAN,MEDIUM SUV,GM,10311,12774,13930,16697,9411,11492,13304,15198,77073,9325,0,1633,0,2010
2900,2006,4,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,Covers,59923,OTHER ASIAN,MEDIUM,OTHER,4774,5702,8516,9501,4483,5351,7535,8924,77073,5825,0,505,0,2010
2901,2005,5,PONTIAC,SUNFIRE,Bas,2D COUPE SE,BLUE,AUTO,Covers,59907,AMERICAN,COMPACT,GM,3268,4253,6298,7708,3861,5013,6266,7560,77073,5125,0,920,0,2010
2902,2006,4,PONTIAC,VIBE,Bas,4D WAGON,BLACK,MANUAL,Covers,58632,AMERICAN,MEDIUM,GM,5253,6747,8023,9968,5296,6676,7859,9984,77073,6025,0,505,1,2010
2903,2006,4,MAZDA,TRIBUTE 2WD 4C,i,4D SPORT UTILITY I,PURPLE,AUTO,Alloy,88633,OTHER ASIAN,SMALL SUV,OTHER,7452,8749,10819,12156,7264,8689,10476,12060,77073,7125,0,983,0,2010
2904,2005,5,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,GREY,AUTO,Alloy,82564,AMERICAN,MEDIUM SUV,GM,6273,7565,10623,11863,7526,9376,10824,13349,77073,8725,0,1243,0,2010
2905,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L LX,SILVER,AUTO,Covers,75116,AMERICAN,VAN,CHRYSLER,6733,8328,7772,9494,6949,8812,8005,10017,29461,6100,0,1623,0,2009
2906,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,GREY,AUTO,Covers,70708,AMERICAN,SPECIALTY,CHRYSLER,10840,11904,12207,13356,10237,11382,11556,12793,29461,10200,0,1389,0,2009
2907,2007,2,CHEVROLET,HHR 2.2L I4 MPI / SF,LS,4D SUV 2.2L LS,BLACK,AUTO,Covers,72937,AMERICAN,MEDIUM,GM,6771,7812,7813,8937,6771,7812,7813,8937,29461,7100,0,803,0,2009
2908,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,BLACK,AUTO,Covers,87265,AMERICAN,MEDIUM,GM,6236,7442,7235,8537,6236,7442,7235,8537,29461,5400,0,1373,0,2009
2909,2006,3,FORD,FREESTYLE FWD V6 3.0,SEL,4D CUV 3.0L SEL,GREY,AUTO,Alloy,84207,AMERICAN,CROSSOVER,FORD,13424,14775,14998,16457,13424,14775,14998,16457,29461,8400,0,1633,0,2009
2910,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,Covers,88260,AMERICAN,VAN,CHRYSLER,6544,8170,7568,9324,6544,8170,7568,9324,29461,5600,0,1763,0,2009
2911,2005,4,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT TOURING,RED,AUTO,Alloy,59369,AMERICAN,CROSSOVER,CHRYSLER,6902,8287,7954,9450,6600,8005,7628,9145,29461,8800,0,1086,0,2009
2912,2007,2,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLACK,AUTO,Alloy,88200,AMERICAN,VAN,CHRYSLER,13321,15434,14887,17169,13396,16058,14968,17843,29461,7400,0,1763,0,2009
2913,2006,3,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,4D SEDAN,SILVER,AUTO,Alloy,65217,AMERICAN,MEDIUM,CHRYSLER,4584,5702,5451,6658,5484,6688,6423,7723,29461,5200,0,1118,1,2009
2914,2006,3,CHEVROLET,HHR 2.2L I4 MPI,LS,4D SUV 2.2L LS,WHITE,AUTO,Covers,56261,AMERICAN,MEDIUM,GM,6123,7230,7113,8308,5955,7178,6931,8252,29461,7350,0,671,0,2009
2915,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,WHITE,AUTO,Covers,85142,AMERICAN,MEDIUM,GM,5665,6616,6618,7645,5136,6072,8745,9701,29461,5800,0,1373,0,2009
2916,2001,9,FORD,FOCUS,ZTS,4D SEDAN ZTS,SILVER,AUTO,Alloy,82417,AMERICAN,COMPACT,FORD,2325,3022,4893,5677,2327,2979,4403,5636,29461,4300,0,1543,0,2010
2917,2003,7,OLDSMOBILE,SILHOUETTE,GL,4D MINIVAN EXT 3.4L,NOT AVAIL,AUTO,Alloy,61105,AMERICAN,VAN,GM,3509,5144,6393,8475,3509,5144,6379,8423,29461,5000,0,4210,1,2010
2918,2006,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,Covers,84447,AMERICAN,MEDIUM,GM,5813,6898,9527,10666,6496,7589,9436,10750,29461,6400,0,1373,0,2010
2919,2003,7,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L LS,WHITE,AUTO,Alloy,80381,AMERICAN,MEDIUM SUV,GM,6500,8127,10098,12229,7423,8204,11088,12040,29461,8300,0,2452,0,2010
2920,2003,7,MAZDA,PROTEGE,Maz,4D SEDAN MAZDASPEED,YELLOW,MANUAL,Alloy,67084,OTHER ASIAN,COMPACT,OTHER,4791,6135,7579,8638,4421,5521,8735,10908,29461,6000,0,3415,1,2010
2921,2001,9,MAZDA,PROTEGE,DX,4D SEDAN DX,GOLD,AUTO,Covers,75064,OTHER ASIAN,COMPACT,OTHER,2376,3039,4639,5215,1634,2086,4065,4506,29461,4250,0,1103,0,2010
2922,2004,6,SUZUKI,VERONA,EX,4D SEDAN EX,WHITE,AUTO,Alloy,69412,OTHER ASIAN,LARGE,OTHER,2944,3842,6200,7053,3533,4342,6864,7961,29461,7000,0,923,0,2010
2923,2006,4,KIA,SPORTAGE 2WD 4C,LX,4D SPORT UTILITY LX,BLACK,MANUAL,Alloy,54112,OTHER ASIAN,SMALL SUV,OTHER,6831,7698,10107,10989,6655,7472,10119,10982,29461,7900,0,754,0,2010
2924,2004,6,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,GOLD,AUTO,Alloy,53295,AMERICAN,COMPACT,GM,2693,3527,5654,7081,2412,3419,5673,6687,29461,5200,0,920,0,2010
2925,2002,8,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,WHITE,AUTO,Covers,82890,AMERICAN,VAN,FORD,2025,2857,4818,5599,2268,3283,4994,7230,29461,4700,0,2322,1,2010
2926,2003,7,NISSAN,PATHFINDER 4WD V6,LE,4D SPORT UTILITY LE,SILVER,AUTO,Alloy,62376,TOP LINE ASIAN,MEDIUM SUV,OTHER,6638,7783,10792,12127,6783,7723,10172,11359,29461,8700,1,1320,0,2010
2927,2004,6,FORD,TAURUS,SE,4D SEDAN SE,BEIGE,AUTO,Covers,50114,AMERICAN,MEDIUM,FORD,2951,4141,6488,7791,3142,4260,6870,9314,29461,6100,0,754,0,2010
2928,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,Covers,75531,AMERICAN,LARGE,GM,7884,8960,11729,12831,8186,9279,11674,12864,37421,8000,0,1974,0,2010
2929,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Covers,91803,AMERICAN,LARGE,GM,7884,8960,11729,12831,7951,9022,11474,12687,37421,7800,0,2351,0,2010
2930,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Covers,66990,AMERICAN,LARGE,GM,8005,9047,11527,12837,8186,9279,11674,12864,37421,7700,0,1703,0,2010
2931,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLUE,AUTO,Covers,66432,AMERICAN,MEDIUM,CHRYSLER,6233,7042,9421,10039,5341,6351,8513,9822,37421,6000,0,1215,0,2010
2932,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,Covers,71612,AMERICAN,VAN,CHRYSLER,6215,7609,10239,11696,6063,7615,10604,12095,37421,6700,0,1623,0,2010
2933,2008,2,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.9L,GOLD,AUTO,Covers,78215,AMERICAN,VAN,GM,8692,10166,13254,14705,7560,9687,12528,14326,37421,7300,0,2091,0,2010
2934,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,SILVER,AUTO,Alloy,82049,AMERICAN,MEDIUM,GM,5952,7679,10379,13391,5679,7215,8920,10633,37421,6900,0,1113,0,2010
2935,2007,3,CHRYSLER,SEBRING V6,Bas,4D SEDAN,WHITE,AUTO,Alloy,58228,AMERICAN,MEDIUM,CHRYSLER,6577,7559,10496,11439,6937,7892,10149,11170,37421,7400,0,1003,0,2010
2936,2007,3,KIA,RONDO 4C,EX,4D WAGON,GOLD,AUTO,Alloy,43559,OTHER ASIAN,CROSSOVER,OTHER,7176,8783,11111,12848,6154,7239,9452,10749,37421,7870,0,623,1,2010
